task_lang,transfer_lang,accuracy,f1_score
gn,eu,0.48,0.6463907203907204
as,eu,0.63,0.7315974025974026
fo,eu,0.69,0.823047619047619
kn,eu,0.6,0.7552857142857143
uz,eu,0.807,0.8688992507492508
wuu,eu,0.25,0.5417460317460318
sv,eu,0.5555,0.7968440342156983
or,eu,0.25,0.5516586191586191
tl,eu,0.658,0.7593991682294313
pt,eu,0.6965,0.829879119071503
bs,eu,0.562,0.7862192284237949
cdo,eu,0.33,0.4142380952380952
eo,eu,0.6851,0.8010748340453835
vo,eu,0.51,0.5388888888888889
hr,eu,0.6218,0.795816861315499
zea,eu,0.52,0.7206370851370852
am,eu,0.38,0.5464480519480519
xmf,eu,0.6,0.7407014652014654
be,eu,0.649,0.8067901198302901
os,eu,0.48,0.6847417027417028
so,eu,0.63,0.7282698412698412
pl,eu,0.6372,0.8172965514636722
ne,eu,0.57,0.7882475171886938
no,eu,0.6324,0.8020655366717905
nds,eu,0.5,0.7822296869796871
lij,eu,0.37,0.5518794816294816
frr,eu,0.54,0.6182380952380953
co,eu,0.59,0.7024004329004331
oc,eu,0.78,0.7995555555555555
scn,eu,0.65,0.7685315795315795
yo,eu,0.41,0.5029357309357309
fy,eu,0.605,0.7805970533594374
bat-smg,eu,0.55,0.684
arz,eu,0.51,0.749988344988345
ka,eu,0.6134,0.7881298719641212
lt,eu,0.6869,0.8324608150775954
bo,eu,0.28,0.3179999999999999
ml,eu,0.614,0.7717427435137961
pa,eu,0.5,0.687064824064824
sh,eu,0.6943,0.8180154350766193
et,eu,0.6569,0.8275180269644358
nl,eu,0.6622,0.8214765614940616
war,eu,0.6,0.7344847374847376
nn,eu,0.626,0.7968722437349373
wa,eu,0.4,0.5270270774976658
sd,eu,0.41,0.7308665223665223
eu,eu,0.8754,0.9308020996298164
my,eu,0.33,0.6668313353313353
ja,eu,0.1681,0.5099213149999295
simple,eu,0.662,0.8208215135054144
ku,eu,0.67,0.7783968253968254
nap,eu,0.58,0.7442002719502718
tt,eu,0.689,0.8507128573524858
zh-min-nan,eu,0.44,0.5468484848484849
cy,eu,0.531,0.7446457372177185
zh-classical,eu,0.2,0.5039967907909084
gan,eu,0.38,0.6077222222222222
qu,eu,0.6,0.678935083921926
hak,eu,0.42,0.4662142857142857
ay,eu,0.63,0.6521587301587302
hy,eu,0.521,0.6847620428591017
sw,fa,0.327,0.5869817855003614
zh,fa,0.2131,0.5761259632447016
gu,fa,0.54,0.7269083694083693
tg,fa,0.5,0.7192698412698413
mk,fa,0.432,0.7281045529032372
ro,fa,0.4625,0.7842780387680773
bo,fa,0.0,0.1765238095238095
da,fa,0.4546,0.7401307589967652
yo,fa,0.45,0.6414905094905095
zh-classical,fa,0.16,0.4552543061513649
eml,fa,0.17,0.3991876734376734
en,fa,0.2916,0.6700939359720088
arz,fa,0.47,0.7497846597846598
ja,fa,0.144,0.5169345635771178
zea,fa,0.25,0.6169920634920635
eo,fa,0.4527,0.6976066643461458
ln,fa,0.23,0.4367619047619048
jbo,fa,0.19,0.4284134199134199
gl,fa,0.5282,0.766315015440356
mwl,fa,0.23,0.5608246753246753
fi,fa,0.4127,0.7218134732957101
pa,fa,0.45,0.6972705656916185
su,fa,0.29,0.5891208791208791
vep,fa,0.31,0.7164010711510711
ps,fa,0.21,0.5556305916305916
ko,fa,0.3018,0.5894979419514095
nl,fa,0.5023,0.7594536949153359
am,fa,0.4,0.5536825396825397
sq,fa,0.479,0.7516725784019902
tr,fa,0.4744,0.7490253884101794
fy,fa,0.517,0.743446647272576
tt,fa,0.419,0.7297717044393515
rm,fa,0.38,0.6527434232434232
ku,fa,0.64,0.7526190476190476
mhr,fa,0.14,0.4966646686646687
simple,fa,0.381,0.7517131105908195
nap,fa,0.33,0.6052348484848484
gan,fa,0.16,0.5675555555555555
dv,fa,0.11,0.5551890331890331
ar,fa,0.5616,0.7819880910893373
cv,fa,0.39,0.6804978354978356
nn,fa,0.408,0.6807630008880009
cbk-zam,fa,0.18,0.6481529581529583
cdo,fa,0.03,0.2209063159063159
fa,fa,0.8902,0.9313049548207212
ig,fa,0.13,0.516135531135531
ay,fa,0.25,0.4118771228771228
mi,fa,0.15,0.5184166666666666
pdc,fa,0.24,0.5029542124542123
tl,fa,0.493,0.7071169185217948
ba,fa,0.44,0.6583290043290043
ast,fa,0.569,0.7727836759473756
mzn,fa,0.08,0.5677512487512487
kk,fa,0.427,0.7133619436119436
nds,fa,0.53,0.7717746142746144
is,fa,0.448,0.7264760323010323
be,fa,0.51,0.7458257689678742
diq,fa,0.25,0.5538369408369408
ta,fa,0.375,0.6656869713619714
bs,fa,0.45,0.7354084811645183
et,fa,0.4286,0.7160444142527579
wa,fa,0.18,0.4613968253968254
ur,fa,0.714,0.8019467365967367
sv,fa,0.4978,0.7855158642398193
jv,fa,0.42,0.6700965113318054
ml,fa,0.601,0.7646292829977039
si,fa,0.47,0.6696190476190477
ga,fa,0.456,0.7428337235949465
so,fa,0.22,0.5464126984126983
ca,fa,0.5619,0.7963234163308311
hak,fa,0.12,0.2657619047619047
an,fa,0.664,0.820890922965923
mr,fa,0.538,0.7389721458280283
vo,fa,0.38,0.5684444444444444
kn,fa,0.61,0.7172728937728938
sah,fa,0.55,0.7249581164449584
tk,fa,0.3,0.6138838383838384
br,fa,0.268,0.521781138374869
es,fa,0.5018,0.7619647070585074
no,fa,0.4709,0.7369036822706018
ceb,fa,0.46,0.7019564879564881
mn,fa,0.46,0.6791354201354202
hr,fa,0.3833,0.7089603024117266
bar,fa,0.63,0.7610372405372403
uz,fa,0.801,0.8734734265734265
zh-min-nan,fa,0.3,0.4482516226463594
or,fa,0.16,0.4448497058497058
la,fa,0.441,0.6304186307156895
yi,fa,0.31,0.6066738261738261
ug,fa,0.05,0.345043179043179
war,fa,0.54,0.738845487845488
eu,fa,0.4417,0.7214874656174578
km,fa,0.06,0.335547619047619
sl,fa,0.4393,0.6892274603629945
mg,fa,0.59,0.8441731601731601
ne,fa,0.47,0.7747895927601811
my,fa,0.21,0.5596064213564214
uk,fa,0.473,0.7235825394892345
vec,fa,0.45,0.6507341839447102
ksh,fa,0.34,0.6221944444444444
mt,fa,0.43,0.7345202314025844
fr,fa,0.4575,0.752111176546192
crh,fa,0.32,0.558047619047619
ang,fa,0.23,0.5006032023532022
bh,fa,0.18,0.6011300366300366
sr,fa,0.539,0.7927824737062042
te,fa,0.487,0.699360150960151
pms,fa,0.48,0.7339424597590232
ms,fa,0.378,0.5902480268785223
ace,fa,0.08,0.4259622044622043
lb,fa,0.447,0.7107865526286579
lt,fa,0.5016,0.7475622039467241
gd,fa,0.35,0.5425216727716727
hu,fa,0.4674,0.7492724722851968
lmo,fa,0.33,0.6720422176722487
szl,fa,0.24,0.5641692751692751
fiu-vro,fa,0.27,0.5592545787545788
ilo,fa,0.35,0.6448165168165169
vi,fa,0.3987,0.7207311757652393
fo,fa,0.47,0.7190308302808304
ext,fa,0.19,0.5530097680097679
bg,fa,0.4761,0.7296814818489045
ckb,fa,0.684,0.7485787767787768
xmf,fa,0.43,0.6513796758796758
csb,fa,0.24,0.5318969086469086
bat-smg,fa,0.39,0.5300451770451771
ka,fa,0.4403,0.7147401503046317
pl,fa,0.4165,0.737924379659728
arc,fa,0.02,0.3277460317460317
vls,fa,0.4,0.6728765123765125
scn,fa,0.51,0.7232886002886003
hy,fa,0.486,0.7586049552786394
az,fa,0.554,0.7764791366528209
bn,fa,0.645,0.7471866584911477
id,fa,0.3344,0.6276317615150587
co,fa,0.17,0.5468225108225108
os,fa,0.24,0.5541519591519591
frr,fa,0.22,0.525025641025641
sa,fa,0.2,0.5303658008658009
pnb,fa,0.61,0.6798095238095238
gn,fa,0.29,0.5414249639249639
li,fa,0.52,0.7215551948051949
wuu,fa,0.15,0.5191904761904762
sk,fa,0.4909,0.772726892214253
zh-yue,fa,0.2348,0.5545889647169135
be-x-old,fa,0.467,0.6768685521994345
lv,fa,0.4362,0.6841442180815401
pt,fa,0.4764,0.745579244325506
af,fa,0.445,0.7140413401356126
qu,fa,0.4,0.6028048340548341
sco,fa,0.34,0.6640800865800865
he,fa,0.3551,0.6767789294322808
ce,fa,0.12,0.505267982017982
sd,fa,0.12,0.5780773670773671
sh,fa,0.451,0.7704295217433066
rw,fa,0.1,0.5683387723387723
as,fa,0.49,0.654571817071817
ru,fa,0.3269,0.6391274575407393
als,fa,0.39,0.7182939220222502
de,fa,0.5493,0.7886373094054209
hsb,fa,0.33,0.6229393939393938
map-bms,fa,0.25,0.5627142857142856
th,fa,0.007,0.3321600552423153
ky,fa,0.38,0.604534632034632
cs,fa,0.4078,0.721172597451568
lij,fa,0.23,0.46945670995671
ia,fa,0.27,0.6071865471130176
nov,fa,0.2,0.7341752136752139
cy,fa,0.418,0.6442504014990856
el,fa,0.5372,0.7452370081664121
oc,fa,0.46,0.6963844488844488
hi,fa,0.585,0.7448826203208556
io,fa,0.39,0.6166183261183261
it,fa,0.3784,0.717164966124347
fur,fa,0.19,0.5131173271173272
min,fa,0.2,0.6141269841269841
cs,fi,0.7115,0.8511547463870839
lt,fi,0.6921,0.8491039014563008
fa,fi,0.3643,0.7120066572634453
zea,fi,0.58,0.770396103896104
fi,fi,0.8149,0.9113604989790052
es,fi,0.6732,0.8410548554996776
pdc,fi,0.35,0.5472824675324675
li,fi,0.55,0.7342313797313799
lij,fi,0.37,0.5662716727716727
zh,fi,0.2577,0.6058046410065683
vec,fi,0.59,0.7362306582306581
cbk-zam,fi,0.33,0.7001075591075592
ko,fi,0.484,0.7144718044313788
fr,fi,0.6846,0.8303344957132651
nn,fi,0.736,0.8470175246150479
sq,fi,0.773,0.8730380446608774
bo,fi,0.34,0.3551904761904761
frr,fi,0.5,0.6067222222222222
la,fi,0.515,0.8010880214728511
sw,fi,0.536,0.6544541400807654
it,fi,0.66,0.8382469661075078
ru,fi,0.5837,0.7628097960991537
ku,fi,0.68,0.8003080808080809
ckb,fi,0.447,0.6509680569430569
pms,fi,0.51,0.7317659752528174
diq,fi,0.56,0.7251385281385282
or,fi,0.13,0.4574591846062434
mi,fi,0.34,0.6875656565656566
nap,fi,0.58,0.7089173341278604
sv,fi,0.7647,0.9003966212262109
zh-classical,fi,0.22,0.4251744673455199
sd,fi,0.35,0.700533189033189
vo,fi,0.12,0.4815627705627704
eml,fi,0.43,0.5770347169170698
tr,fi,0.7001,0.8351863064713065
bs,fi,0.644,0.8256568413526618
yi,fi,0.46,0.6932278832278833
ug,fi,0.44,0.5251456321456321
th,fi,0.1441,0.3346024016179898
mwl,fi,0.34,0.5928329725829726
vi,fi,0.5328,0.7713848580152218
ps,fi,0.5,0.6536359751359752
mt,fi,0.64,0.8085815295815295
ml,fi,0.615,0.7875836304218657
simple,fi,0.64,0.8157024916947517
bg,fi,0.689,0.8254000875268522
hr,fi,0.6975,0.8400695040958355
az,fi,0.608,0.81727266849078
co,fi,0.61,0.7137948717948719
zh-yue,fi,0.2768,0.5551374571429601
be-x-old,fi,0.68,0.8104513755766078
crh,fi,0.51,0.6812435897435897
bh,fi,0.62,0.7331796536796538
ms,fi,0.567,0.7197265838994167
sh,fi,0.3399,0.6721995045451624
as,fi,0.51,0.6611904761904762
be,fi,0.688,0.8240568507515875
ln,fi,0.5,0.6235655390361273
ba,fi,0.61,0.7513751803751805
ilo,fi,0.55,0.6744855699855701
kn,fi,0.56,0.7427008547008547
af,fi,0.631,0.7959557230265435
ce,fi,0.3,0.6994790764790763
ksh,fi,0.36,0.6000158730158729
scn,fi,0.61,0.7428253968253969
mhr,fi,0.56,0.6989777999778
et,fi,0.708,0.8553213439140838
tk,fi,0.6,0.7156111111111112
he,fi,0.4402,0.7292124888647644
mzn,fi,0.49,0.7594627594627593
en,fi,0.4783,0.728868978396045
fur,fi,0.54,0.6814313464313464
an,fi,0.725,0.828178931818096
mr,fi,0.621,0.7937797306494674
gu,fi,0.51,0.7565896325896326
cdo,fi,0.41,0.4678809523809524
ext,fi,0.45,0.5663015873015873
de,fi,0.6322,0.8053450451371814
si,fi,0.6,0.6925108225108225
ka,fi,0.6684,0.8303974784013717
so,fi,0.61,0.7009444444444445
qu,fi,0.61,0.7103973526473526
bar,fi,0.6,0.7448924963924963
ig,fi,0.47,0.5884425574425574
jbo,fi,0.44,0.5662337662337662
lmo,fi,0.48,0.7150666021285216
nds,fi,0.65,0.8525705960705962
pnb,fi,0.59,0.6648412698412699
pt,fi,0.6503,0.8179412407647393
uz,fi,0.601,0.7642794271088389
arc,fi,0.19,0.3721428571428571
wuu,fi,0.28,0.5744285714285714
mg,fi,0.4,0.698677489177489
my,fi,0.38,0.7143715728715727
sr,fi,0.4373,0.6953884159828819
csb,fi,0.5,0.6717293262293262
min,fi,0.36,0.6726370851370852
ang,fi,0.53,0.6607970684286474
sah,fi,0.58,0.7255668318609496
ky,fi,0.42,0.6400323565323565
mk,fi,0.7,0.8210312904244018
szl,fi,0.57,0.6472539682539682
bat-smg,fi,0.6,0.715484126984127
gd,fi,0.5,0.583560606060606
fiu-vro,fi,0.49,0.7067832102537984
gl,fi,0.7501,0.8597582793023968
os,fi,0.4,0.6667734487734487
dv,fi,0.35,0.5421433011433011
br,fi,0.514,0.66494613734219
pa,fi,0.54,0.6998416028416028
als,fi,0.58,0.7762395966606493
da,fi,0.7449,0.8720126534473438
kk,fi,0.641,0.80661211011211
rm,fi,0.52,0.7453695106063526
rw,fi,0.62,0.7232619047619048
fo,fi,0.64,0.7855396825396826
ja,fi,0.1943,0.5477057750445289
gn,fi,0.52,0.6577262182262182
km,fi,0.38,0.5338400488400488
te,fi,0.544,0.7156088169999935
lb,fi,0.577,0.7661853176063702
lv,fi,0.6869,0.8316640167709829
wa,fi,0.44,0.5350325099736865
ar,fi,0.4484,0.7000990262248931
am,fi,0.37,0.5211688311688311
tg,fi,0.6,0.7972830561251614
hak,fi,0.3,0.3545
el,fi,0.7123,0.835502801421145
sl,fi,0.7489,0.8535149757019728
ace,fi,0.39,0.6251107503607503
io,fi,0.67,0.7839865134865136
sco,fi,0.6,0.7545072150072152
no,fi,0.7341,0.8586228510043449
ro,fi,0.5725,0.792951890348214
ast,fi,0.632,0.8483455066003827
cy,fi,0.543,0.7307241622154935
pl,fi,0.6913,0.8516578140117538
ne,fi,0.49,0.7785386427298192
uk,fi,0.6075,0.8186375924591405
vls,fi,0.58,0.7932508602508603
map-bms,fi,0.49,0.6337362637362638
fy,fi,0.687,0.8253178170986221
gan,fi,0.39,0.6231666666666666
hsb,fi,0.63,0.8177698412698412
id,fi,0.4756,0.6829759580452228
eu,fi,0.6451,0.8286391867497827
ga,fi,0.619,0.7919594566424288
sk,fi,0.7098,0.8456062095068674
war,fi,0.56,0.7163118548118547
is,fi,0.711,0.8420579291623409
arz,fi,0.47,0.7679357309357309
hu,fi,0.723,0.8698947362226696
hy,fi,0.523,0.6927923083796148
jv,fi,0.57,0.7687947607947607
nl,fi,0.6898,0.842070486827414
ur,fi,0.535,0.7264103940005643
su,fi,0.48,0.6976071428571429
bn,fi,0.592,0.7457432998889656
sa,fi,0.39,0.5739639249639249
ca,fi,0.6521,0.823302628812536
ia,fi,0.44,0.6918102551043728
zh-min-nan,fi,0.38,0.4992655122655122
vep,fi,0.63,0.8263070263070265
oc,fi,0.62,0.7211461038961039
tl,fi,0.634,0.7520488588896483
tt,fi,0.683,0.8306571189904007
yo,fi,0.39,0.5977103452103453
xmf,fi,0.54,0.7011752136752137
hi,fi,0.63,0.7873214471201313
nov,fi,0.64,0.866987012987013
eo,fi,0.6134,0.7877188955093753
cv,fi,0.6,0.7762918192918193
ta,fi,0.547,0.7526592843431078
ceb,fi,0.57,0.6656855742296918
ay,fi,0.61,0.7023447663447664
mn,fi,0.58,0.7641662328899171
li,fr,0.56,0.7090614483555661
eml,fr,0.35,0.4843602606543783
jbo,fr,0.35,0.4172828282828283
arz,fr,0.52,0.7155215340215341
ca,fr,0.8244,0.8866105044241965
kk,fr,0.409,0.72024116994117
lv,fr,0.6513,0.8023747687520598
km,fr,0.3,0.4730714285714286
so,fr,0.57,0.6576363636363637
sv,fr,0.6201,0.8168771345682182
uz,fr,0.777,0.8632149905649905
fa,fr,0.6281,0.8253532550017922
lt,fr,0.6605,0.8246946703210789
bar,fr,0.64,0.738642857142857
bg,fr,0.6735,0.8005485043181793
ug,fr,0.35,0.4352059884559884
pdc,fr,0.38,0.5505912975912977
gl,fr,0.7986,0.8816122224859764
bo,fr,0.34,0.3768571428571428
ln,fr,0.29,0.4591323398823398
diq,fr,0.28,0.5208265623265623
ce,fr,0.29,0.6224323454323454
gn,fr,0.47,0.6167865467865468
mg,fr,0.12,0.5666207126207127
ksh,fr,0.31,0.5426862957304134
fi,fr,0.6455,0.8339321087684246
et,fr,0.6158,0.8038041550554708
yo,fr,0.45,0.6603593073593074
an,fr,0.812,0.8724602250690486
sl,fr,0.7349,0.8472847624992826
oc,fr,0.76,0.7903492063492064
xmf,fr,0.45,0.5937518037518037
arc,fr,0.17,0.3811190476190475
ky,fr,0.44,0.6033650793650793
hi,fr,0.643,0.7640245736203941
id,fr,0.4238,0.6697322283727625
gd,fr,0.51,0.5973203463203463
en,fr,0.5366,0.759608265240092
fur,fr,0.44,0.5539527139527141
ku,fr,0.64,0.7442698412698414
nap,fr,0.51,0.6688523241464419
tk,fr,0.51,0.6174047619047619
my,fr,0.34,0.6745631590631589
scn,fr,0.56,0.7242774447774448
tl,fr,0.644,0.7279033531827649
ml,fr,0.59,0.7468172315300797
bh,fr,0.58,0.7022207237207237
io,fr,0.61,0.709968253968254
fy,fr,0.683,0.8002930986883773
pnb,fr,0.62,0.7069542124542124
ur,fr,0.557,0.7404112387612388
qu,fr,0.61,0.705852185396303
hu,fr,0.667,0.8362741679063969
ro,fr,0.7001,0.8316966233276527
ne,fr,0.5,0.7579841269841269
vep,fr,0.59,0.8051441726488168
mi,fr,0.28,0.5865421539245068
nov,fr,0.64,0.8395948963317384
lij,fr,0.24,0.4933953285276814
ckb,fr,0.535,0.7110162837162838
da,fr,0.7256,0.8546587286526683
vo,fr,0.6,0.6
no,fr,0.7038,0.8467809028218085
hy,fr,0.511,0.6778419057722463
zea,fr,0.51,0.7176553446553448
cdo,fr,0.29,0.3948746253746253
fiu-vro,fr,0.36,0.5657873662285426
ga,fr,0.628,0.805250210169947
ace,fr,0.29,0.5254249084249084
wa,fr,0.41,0.4996510025062657
sr,fr,0.564,0.7803094614398329
cs,fr,0.71,0.8492750827285891
it,fr,0.7216,0.8595814172377332
be,fr,0.688,0.8185269326476757
sco,fr,0.59,0.7351666666666667
sd,fr,0.3,0.5813289488289488
zh-min-nan,fr,0.39,0.5150476190476191
pa,fr,0.56,0.7252655122655124
crh,fr,0.42,0.6132710067710068
ka,fr,0.6176,0.8006307053378338
ms,fr,0.487,0.622794501791638
uk,fr,0.6848,0.8197342943743564
sah,fr,0.57,0.6897460317460318
bn,fr,0.669,0.750782821246521
ay,fr,0.4,0.4555727605727604
ja,fr,0.1733,0.5222508128019211
ar,fr,0.6198,0.8052360135710523
ig,fr,0.45,0.587523976023976
jv,fr,0.54,0.7517935397935398
fo,fr,0.62,0.7811614039555217
map-bms,fr,0.48,0.6046904761904761
sa,fr,0.34,0.526468253968254
vls,fr,0.56,0.748618326118326
gan,fr,0.32,0.5746666666666667
ko,fr,0.4158,0.6562613861336462
hsb,fr,0.52,0.7184681690858161
lb,fr,0.545,0.7306400900784802
hak,fr,0.25,0.3180702075702076
mt,fr,0.63,0.8430263537631959
he,fr,0.4762,0.724296904711216
ext,fr,0.32,0.4419987234987235
min,fr,0.22,0.5662514707514708
sw,fr,0.567,0.6685341533939057
ta,fr,0.446,0.6713581459390283
nds,fr,0.53,0.7694486624486625
zh-yue,fr,0.2867,0.5550307454825876
szl,fr,0.46,0.5760396825396825
be-x-old,fr,0.619,0.7519265245590323
fr,fr,0.8429,0.9076518060525648
az,fr,0.572,0.7615204199395376
yi,fr,0.35,0.6261028416028416
zh-classical,fr,0.22,0.5392839777181883
gu,fr,0.44,0.6693893557422971
simple,fr,0.684,0.8329622483381771
csb,fr,0.42,0.629479974274092
te,fr,0.495,0.6572265855059972
cv,fr,0.5,0.7272379842379842
ang,fr,0.42,0.576942090073669
pt,fr,0.7616,0.8610169036355801
de,fr,0.6177,0.7922015753690753
tt,fr,0.577,0.7767241045074637
zh,fr,0.283,0.6127081432276015
af,fr,0.586,0.7514129272086703
ia,fr,0.44,0.6375313585623182
nl,fr,0.7144,0.8434726486482214
eu,fr,0.4737,0.7406011568720237
sk,fr,0.7312,0.8541464870870444
vi,fr,0.6058,0.8097421382083688
war,fr,0.54,0.6527655677655679
pl,fr,0.6853,0.8392953976011948
rw,fr,0.63,0.705991452991453
nn,fr,0.662,0.8193408807910356
sh,fr,0.2844,0.6617561449644267
as,fr,0.52,0.617
mhr,fr,0.53,0.6195694305694306
mn,fr,0.65,0.7484285714285716
si,fr,0.48,0.6287806637806638
am,fr,0.39,0.520064935064935
os,fr,0.41,0.7201117216117215
el,fr,0.7185,0.8248563978788669
mzn,fr,0.41,0.7234651459651461
tg,fr,0.63,0.7875256410256409
bat-smg,fr,0.41,0.544029304029304
or,fr,0.18,0.3584175269175269
ast,fr,0.768,0.8372507382538342
dv,fr,0.43,0.5959131424131424
wuu,fr,0.28,0.5496666666666666
ba,fr,0.51,0.6995988455988456
mwl,fr,0.3,0.4972990832696715
co,fr,0.56,0.6573467643467644
ilo,fr,0.62,0.6829516594516595
eo,fr,0.6359,0.7856374729218151
ps,fr,0.44,0.5860616605616606
th,fr,0.0075,0.3445565161970812
als,fr,0.45,0.7050901328633528
cy,fr,0.464,0.6771046954077914
frr,fr,0.46,0.5476587301587301
br,fr,0.437,0.6006322858256294
mk,fr,0.611,0.7545820103013603
bs,fr,0.564,0.7887919453353663
hr,fr,0.6114,0.7986654289509939
la,fr,0.786,0.8601363878811248
ru,fr,0.6239,0.7593925528857107
cbk-zam,fr,0.34,0.6048487068487067
is,fr,0.665,0.8222642839186957
ceb,fr,0.57,0.6818512598512598
rm,fr,0.53,0.695045066045066
sq,fr,0.688,0.8273330614861575
es,fr,0.7915,0.8780410076619286
su,fr,0.46,0.7145054945054945
kn,fr,0.54,0.7182002442002442
vec,fr,0.59,0.7196623376623376
lmo,fr,0.28,0.5786561933938095
mr,fr,0.596,0.7522301162889399
pms,fr,0.58,0.7517221112221112
tr,fr,0.6851,0.8260970264084041
ta,gl,0.496,0.7081396097366686
zh-min-nan,gl,0.33,0.544070707070707
cs,gl,0.6677,0.8255555617963047
zh,gl,0.2751,0.6067918135201571
war,gl,0.61,0.7340388500388499
so,gl,0.54,0.6173809523809524
gu,gl,0.49,0.709015873015873
ksh,gl,0.38,0.6079831932773108
be,gl,0.707,0.8349857556873811
vec,gl,0.54,0.6546075036075035
ace,gl,0.3,0.5339484126984126
lv,gl,0.6352,0.8071954350207756
rw,gl,0.57,0.6912893772893773
eo,gl,0.6383,0.764320307922212
csb,gl,0.48,0.6662377720318896
pms,gl,0.63,0.799967143967144
vi,gl,0.5656,0.7948719828357058
oc,gl,0.74,0.7924486624486624
mg,gl,0.39,0.686762404262404
arc,gl,0.11,0.3148095238095238
map-bms,gl,0.48,0.6166392496392497
sl,gl,0.7237,0.8470654943594417
xmf,gl,0.37,0.5645054945054945
ko,gl,0.4316,0.6710246575826994
ca,gl,0.7706,0.8650067310639137
rm,gl,0.49,0.6742551337551336
mzn,gl,0.48,0.7436204906204906
tr,gl,0.7337,0.8547592163787365
eu,gl,0.5791,0.7980795914027493
gan,gl,0.38,0.5591904761904761
ml,gl,0.593,0.7558778159748749
mt,gl,0.63,0.8110443912812333
co,gl,0.58,0.6792356532356533
gl,gl,0.8799,0.9340638799186708
fur,gl,0.53,0.6601959706959708
sr,gl,0.4315,0.6967598137182734
jv,gl,0.58,0.7578253968253967
mk,gl,0.689,0.83964101649984
hsb,gl,0.6,0.7738598166539343
szl,gl,0.55,0.6512539682539682
wa,gl,0.42,0.5554614186982608
cv,gl,0.5,0.7298765123765125
ckb,gl,0.461,0.6392234265734266
ug,gl,0.35,0.4722539682539682
bo,gl,0.3,0.3379999999999999
cdo,gl,0.33,0.4376974789915966
lij,gl,0.32,0.509004884004884
yi,gl,0.47,0.6775584415584416
ang,gl,0.52,0.6427801857585139
cbk-zam,gl,0.33,0.6260136530136531
vep,gl,0.59,0.7721329616376057
km,gl,0.4,0.5495476190476191
tg,gl,0.57,0.7724327731092437
hr,gl,0.6725,0.8292961029252823
lmo,gl,0.47,0.6943701517780465
or,gl,0.19,0.4434175269175269
as,gl,0.52,0.625072039072039
ext,gl,0.4,0.5633179043179044
gn,gl,0.49,0.6203809523809524
vo,gl,0.29,0.4033333333333332
fi,gl,0.6728,0.8425139939987774
uk,gl,0.5595,0.7866664691302849
am,gl,0.45,0.5742091242091242
es,gl,0.7638,0.8701067225816838
fiu-vro,gl,0.42,0.6281555046260929
ku,gl,0.71,0.7811269841269842
it,gl,0.6869,0.8372061011838179
id,gl,0.4672,0.6709832419111676
tl,gl,0.684,0.7774405280392123
ast,gl,0.788,0.8595133505383505
en,gl,0.5408,0.758820322061839
bs,gl,0.618,0.8030080123179194
pt,gl,0.7172,0.840309808129607
wuu,gl,0.34,0.5961666666666666
fa,gl,0.5205,0.7236144763526807
bar,gl,0.7,0.7787039072039073
nl,gl,0.6912,0.8332133463835786
yo,gl,0.61,0.6746017316017315
vls,gl,0.63,0.7693086913086914
ka,gl,0.5964,0.7938253130959169
el,gl,0.7462,0.8481498966015066
fy,gl,0.677,0.8130470601122304
et,gl,0.6501,0.8210168695984099
ilo,gl,0.63,0.7068885281385282
pnb,gl,0.59,0.682378787878788
diq,gl,0.51,0.6562958985458986
scn,gl,0.66,0.7619133089133089
jbo,gl,0.52,0.6016666666666667
uz,gl,0.614,0.7300517871017871
zh-classical,gl,0.19,0.4353646843352725
crh,gl,0.46,0.6477712842712843
ln,gl,0.42,0.5811381886087769
ig,gl,0.47,0.5931861471861472
mn,gl,0.59,0.7499010074892428
mi,gl,0.24,0.5854953934953935
fo,gl,0.61,0.8152371615312792
hy,gl,0.47,0.6143481492363845
io,gl,0.74,0.8263492063492063
sw,gl,0.581,0.6717197832611146
he,gl,0.5292,0.7404732545507468
be-x-old,gl,0.643,0.7783746621455601
zea,gl,0.48,0.6862912087912088
an,gl,0.832,0.8810497123791241
nn,gl,0.673,0.826867697704772
hi,gl,0.659,0.7897127678908639
sah,gl,0.48,0.5970793650793651
min,gl,0.29,0.6141927516927517
pa,gl,0.57,0.6819983349983351
te,gl,0.548,0.699252859232271
sa,gl,0.37,0.4969126984126984
ga,gl,0.668,0.8141993983484695
hu,gl,0.6856,0.8446921336412127
